City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,vernon,50.2581,-119.2691,7.39,75,100,1.34,CA,1699692438
286,walvis bay,-22.9575,14.5053,21.53,60,0,2.06,NA,1699692439
287,manokwari,-0.8667,134.0833,27.57,81,100,3.43,ID,1699692440
288,popondetta,-8.7537,148.2534,23.79,83,41,1.24,PG,1699692440
289,khovd,48.0056,91.6419,-3.03,85,100,1.53,MN,1699692441
290,boa vista,2.8197,-60.6733,26.99,74,0,3.09,BR,1699692155
291,marco island,25.9363,-81.7157,23.32,96,0,1.54,US,1699692442
292,gurun,5.8172,100.4738,27.88,90,100,1.61,MY,1699692443
293,inarajan village,13.2736,144.7484,29.54,76,90,7.96,GU,1699692444
294,cienfuegos,22.1461,-80.4356,25.08,94,34,3.6,CU,1699692445
295,kapit,2.0167,112.9333,27.73,79,79,0.94,MY,1699692446
296,ketchikan,55.3422,-131.6461,6.26,87,100,0.0,US,1699692446
297,saint-joseph,-21.3667,55.6167,26.72,82,97,4.23,RE,1699692448
298,el porvenir,13.7617,-87.3458,22.63,92,73,2.6,HN,1699692448
299,katsuren-haebaru,26.3369,127.8719,22.21,83,100,5.66,JP,1699692449
300,sitka,57.0531,-135.33,5.94,81,100,5.66,US,1699692450
301,chhatarpur,24.9,79.6,31.85,27,1,3.16,IN,1699692450
302,chuzhou,32.3219,118.2978,8.9,81,100,7.05,CN,1699692451
303,yeniseysk,58.4497,92.1703,-8.36,73,100,2.24,RU,1699692452
304,yaren,-0.5472,166.916,28.57,82,100,11.93,NR,1699692452
305,waajid,3.8096,43.2463,28.86,59,94,5.78,SO,1699692453
306,rosarito,32.3333,-117.0333,12.53,42,2,1.49,MX,1699692304
307,velikiy ustyug,60.7644,46.3106,-0.34,87,100,1.34,RU,1699692455
308,kulhudhuffushi,6.6221,73.07,28.33,74,77,3.56,MV,1699692455
309,colon,9.3592,-79.9014,24.39,92,98,1.79,PA,1699692456
310,pleasanton,37.6624,-121.8747,14.52,58,0,0.0,US,1699692252
311,antalaha,-14.9003,50.2788,27.07,82,74,2.49,MG,1699692458
312,challapata,-18.9,-66.7667,9.5,63,99,1.52,BO,1699692459
313,nema,57.5067,50.5011,2.37,83,100,2.75,RU,1699692460
314,sansanne-mango,10.3592,0.4708,31.44,52,100,3.19,TG,1699692461
315,bodo,67.28,14.405,-1.98,71,0,7.72,NO,1699691899
316,mejit,10.2753,170.8646,28.01,80,100,8.49,MH,1699692462
317,itoman,26.1247,127.6694,22.21,88,75,7.72,JP,1699692463
318,shindand,33.3029,62.1474,21.54,15,4,2.12,AF,1699692463
319,kailua-kona,19.6406,-155.9956,24.17,91,100,3.09,US,1699692409
320,lucapa,-8.4192,20.7447,22.56,81,100,1.22,AO,1699692465
321,san luis de la loma,17.2706,-100.8939,25.71,88,8,1.38,MX,1699692465
322,itacare,-14.2775,-38.9967,23.96,82,85,3.06,BR,1699692466
323,ronne,55.1009,14.7066,8.95,87,100,4.12,DK,1699692467
324,markovo,57.3206,107.0881,-10.59,87,21,1.12,RU,1699692468
325,ghat,24.9647,10.1728,26.03,12,0,1.95,LY,1699692468
326,mana,5.6592,-53.7767,25.38,91,49,4.32,GF,1699692469
327,bridgewater,44.3835,-64.5155,4.82,81,10,2.57,CA,1699692469
328,pelabuhanratu,-6.9875,106.5514,29.22,73,72,2.21,ID,1699692470
329,les cayes,18.2,-73.75,25.48,87,21,2.31,HT,1699692471
330,chulakkurgan,43.765,69.1814,14.01,28,100,7.02,KZ,1699692471
331,the pas,53.8251,-101.2541,-6.99,100,40,4.63,CA,1699692472
332,mount isa,-20.7333,139.5,28.87,51,40,4.12,AU,1699692185
333,tibanbang,6.6315,126.1055,28.19,78,64,3.26,PH,1699692473
334,el colomo,19.05,-104.25,25.47,85,93,2.36,MX,1699692474
335,olinda,-8.0089,-34.8553,26.85,69,40,4.63,BR,1699692475
336,vilhena,-12.7406,-60.1458,22.83,68,11,1.62,BR,1699692475
337,hermanus,-34.4187,19.2345,18.67,74,51,4.25,ZA,1699692091
338,jumla,29.2747,82.1838,11.63,66,98,2.02,NP,1699692477
339,grand falls-windsor,48.9332,-55.6649,0.84,90,100,0.89,CA,1699692477
340,al jaradiyah,16.5795,42.9124,31.72,34,79,2.78,SA,1699692478
341,yelizovo,53.1873,158.3805,1.08,100,100,4.02,RU,1699692479
342,palikir - national government center,6.9248,158.1611,28.47,89,75,2.06,FM,1699692479
343,thurso,58.5927,-3.5259,5.14,74,100,5.5,GB,1699692480
344,ulsteinvik,62.3432,5.8487,3.2,79,16,2.68,NO,1699692088
345,ntoum,0.3833,9.7833,27.87,94,100,0.54,GA,1699692482
346,hilo,19.7297,-155.09,23.68,85,0,1.54,US,1699692367
347,ayr,55.4627,-4.6339,2.4,100,0,0.51,GB,1699692484
348,talara,-4.5772,-81.2719,20.74,75,99,7.5,PE,1699692485
349,sarangani,5.4033,125.4636,28.71,76,5,5.42,PH,1699692485
350,metlili chaamba,32.2667,3.6333,17.52,36,0,0.0,DZ,1699692486
351,sirte,31.2089,16.5887,25.58,32,60,4.11,LY,1699692487
352,cidreira,-30.1811,-50.2056,19.77,94,83,9.55,BR,1699692488
353,ojinaga,29.5667,-104.4167,11.53,87,100,2.57,MX,1699692489
354,carbonear,47.7332,-53.2148,2.46,92,100,9.05,CA,1699692490
355,oltinko'l,40.8011,72.1634,15.62,21,100,1.25,UZ,1699692490
356,senador pompeu,-5.5881,-39.3717,23.61,70,0,3.36,BR,1699692491
357,sittwe,20.15,92.9,28.15,63,4,3.87,MM,1699692492
358,camarinas,43.1311,-9.1817,18.29,95,100,11.75,ES,1699692493
359,el alto,-4.2714,-81.2147,20.58,70,90,5.96,PE,1699692493
360,idfu,24.9803,32.8747,33.76,25,78,3.03,EG,1699692494
361,maun,-19.9833,23.4167,34.13,24,15,5.26,BW,1699692495
362,arvayheer,46.2639,102.775,-5.12,22,0,0.89,MN,1699692496
363,mbuji-mayi,-6.15,23.6,30.02,62,89,0.78,CD,1699692496
364,tympaki,35.0729,24.7685,25.43,71,98,1.34,GR,1699692497
365,alliance,40.9153,-81.1059,3.65,86,11,2.3,US,1699692498
366,general villegas,-35.0328,-63.0125,12.01,97,3,3.93,AR,1699692499
367,eseka,3.65,10.7667,25.39,86,100,1.21,CM,1699692499
368,palmer,42.1584,-72.3287,5.05,78,75,0.0,US,1699692500
369,glendive,47.1053,-104.7125,0.1,86,0,2.57,US,1699692501
370,necochea,-38.5473,-58.7368,12.7,96,100,2.98,AR,1699692161
371,galliano,29.4422,-90.2992,22.0,88,100,3.09,US,1699692502
372,barabai,-2.5833,115.3833,29.46,65,100,0.62,ID,1699692503
373,crane,31.3974,-102.3501,10.88,65,100,2.77,US,1699692503
374,santander,43.4647,-3.8044,15.34,98,100,2.57,ES,1699692504
375,sisimiut,66.9395,-53.6735,-8.78,70,86,6.0,GL,1699692100
376,tadine,-21.55,167.8833,21.89,73,64,8.99,NC,1699692505
377,inhambane,-23.865,35.3833,27.99,58,20,3.13,MZ,1699692506
378,souillac,-20.5167,57.5167,26.21,89,75,4.63,MU,1699692125
379,tazacorte,28.629,-17.9293,23.42,62,75,4.12,ES,1699692121
380,rongelap,11.1635,166.8941,26.05,90,100,7.64,MH,1699692510
381,saint-pierre,-21.3393,55.4781,27.32,69,0,3.09,RE,1699692510
382,mwinilunga,-11.7358,24.4293,29.28,38,77,4.08,ZM,1699692511
383,gislaved,57.3044,13.5408,8.11,88,100,0.45,SE,1699692512
384,floro,61.5996,5.0328,5.54,75,0,3.09,NO,1699692513
385,arkhangel'sk,64.5401,40.5433,0.63,98,99,1.6,RU,1699692514
386,key largo,25.0865,-80.4473,26.66,81,0,6.88,US,1699692514
387,machilipatnam,16.1667,81.1333,32.78,63,70,3.1,IN,1699692515
388,yantongshan,43.2919,126.0094,-11.45,95,57,1.05,CN,1699692516
389,timimoun,29.2639,0.231,17.21,45,0,2.06,DZ,1699692516
390,brokopondo,4.75,-55.1667,25.5,83,18,4.54,SR,1699692517
391,oleiros,43.3333,-8.3167,18.21,94,75,4.12,ES,1699692518
392,wick,58.4333,-3.0833,5.03,93,100,1.54,GB,1699692519
393,san buenaventura,27.0833,-101.5333,13.95,78,100,0.3,MX,1699692520
394,newman,37.3138,-121.0208,8.92,41,9,1.08,US,1699692520
395,sao domingos do maranhao,-5.5758,-44.3853,23.56,81,32,1.74,BR,1699692521
396,prineville,44.2999,-120.8345,9.06,77,100,1.55,US,1699692359
397,inari,68.906,27.0288,-7.89,96,51,1.64,FI,1699692522
398,nova sintra,14.8667,-24.7167,22.19,68,13,2.06,CV,1699692523
399,kushikino,31.7167,130.2667,15.7,67,100,3.24,JP,1699692524
400,skerries,53.5828,-6.1083,5.84,100,22,2.34,IE,1699692525
401,bluewater,34.1745,-114.2713,17.76,14,5,2.76,US,1699692525
402,vorkuta,67.5,64.0,-14.0,93,16,1.5,RU,1699692526
403,akjoujt,19.6969,-14.4164,27.41,18,0,4.89,MR,1699692526
404,bridlington,54.0831,-0.1919,6.68,91,22,2.24,GB,1699692527
405,isangel,-19.55,169.2667,23.13,78,100,8.54,VU,1699692528
406,traralgon,-38.1833,146.5333,14.47,61,80,2.1,AU,1699692528
407,pahrump,36.2083,-115.9839,7.92,21,0,0.45,US,1699692529
408,nantucket,41.2835,-70.0995,9.08,65,40,3.09,US,1699692391
409,betio village,1.358,172.9211,29.02,83,99,2.62,KI,1699692530
410,armacao de buzios,-22.7469,-41.8817,19.09,90,0,3.21,BR,1699692531
411,booue,-0.0921,11.9385,23.46,96,100,0.56,GA,1699692532
412,isla mujeres,21.2311,-86.731,26.03,84,63,4.55,MX,1699692532
413,saqqez,36.2499,46.2735,18.62,26,67,1.92,IR,1699692533
414,yamada,39.4667,141.95,4.91,62,4,2.32,JP,1699692534
415,remire-montjoly,4.9167,-52.2667,26.56,85,11,5.64,GF,1699692534
416,aoulef,26.9667,1.0833,25.09,29,54,6.72,DZ,1699692535
417,quellon,-43.1167,-73.6167,7.3,90,100,5.03,CL,1699692536
418,daru,-9.0763,143.2092,25.24,79,67,4.78,PG,1699692537
419,moose jaw,50.4001,-105.5344,-6.86,86,17,3.6,CA,1699692527
420,kayes,14.0,-11.0,29.3,17,35,2.48,ML,1699692538
421,prince rupert,54.3161,-130.3201,8.05,91,100,8.23,CA,1699692243
422,puerto deseado,-47.7503,-65.8938,12.86,41,12,7.98,AR,1699692539
423,sumbawa besar,-8.5,117.4333,29.2,68,31,2.27,ID,1699692540
424,kimberley,-28.7323,24.7623,33.83,24,0,9.26,ZA,1699692540
425,mar del plata,-38.0023,-57.5575,16.16,96,100,8.05,AR,1699692265
426,chandler,33.3062,-111.8412,18.59,30,0,3.6,US,1699692542
427,thunder bay,48.4001,-89.3168,-1.01,86,100,1.03,CA,1699692543
428,aswan,24.0934,32.907,32.61,43,0,4.63,EG,1699692544
429,gadzhiyevo,69.2551,33.3362,-1.12,66,87,6.46,RU,1699692148
430,boguchany,58.3814,97.4531,-8.97,71,4,1.34,RU,1699692545
431,foumbot,5.5079,10.6356,23.56,77,100,1.0,CM,1699692546
432,tahara,34.6667,137.2667,14.46,50,100,6.34,JP,1699692547
433,oroqen zizhiqi,50.5667,123.7167,-12.2,89,84,1.68,CN,1699692549
434,aegina,37.7467,23.4275,24.37,64,35,8.53,GR,1699692549
435,luderitz,-26.6481,15.1594,23.99,52,0,10.75,NA,1699692083
436,rikaze,29.25,88.8833,10.56,15,20,3.29,CN,1699692551
437,dudinka,69.4058,86.1778,-16.3,99,73,2.6,RU,1699692165
438,igarka,67.4667,86.5833,-4.85,96,100,4.01,RU,1699692552
439,mindresti,47.5072,28.2769,13.97,77,100,5.65,MD,1699692552
440,agua prieta,31.3,-109.5667,9.99,76,0,2.57,MX,1699692553
441,ust-nera,64.5667,143.2,-31.75,98,80,1.96,RU,1699692013
442,sandnessjoen,66.0217,12.6316,-2.71,61,0,7.13,NO,1699692555
443,horta,38.5333,-28.6333,19.8,88,20,7.2,PT,1699692429
444,ierapetra,35.01,25.7353,23.97,70,100,1.79,GR,1699692556
445,georgetown,5.4112,100.3354,28.3,89,40,1.54,MY,1699692028
446,praia da vitoria,38.7333,-27.0667,20.14,88,40,3.86,PT,1699692558
447,pangkalpinang,-2.1333,106.1333,29.19,69,66,2.96,ID,1699692559
448,pingshan,22.9938,114.7131,24.63,86,99,0.77,CN,1699692559
449,iksan,35.9439,126.9544,5.9,62,67,3.81,KR,1699692560
450,suances,43.4334,-4.0434,15.62,97,100,2.57,ES,1699692561
451,ust'-ilimsk,58.0006,102.6619,-10.37,88,14,1.46,RU,1699692561
452,batesville,35.7698,-91.641,6.08,88,0,0.0,US,1699692518
453,arawa,-6.2132,155.5367,25.38,91,100,2.54,PG,1699692564
454,karasburg,-28.0167,18.75,27.89,17,2,4.23,NA,1699692564
455,hithadhoo,-0.6,73.0833,27.27,82,64,6.13,MV,1699692149
456,lata,40.1629,-8.3327,17.26,93,100,3.26,PT,1699692099
457,puerto aysen,-45.4,-72.7,5.15,100,100,1.45,CL,1699692567
458,caconda,-13.7333,15.0667,25.06,45,94,1.26,AO,1699692568
459,klaksvik,62.2266,-6.589,4.51,62,61,6.57,FO,1699692568
460,el calafate,-50.3408,-72.2768,5.33,80,100,5.51,AR,1699692569
461,mil'kovo,55.6078,37.7956,6.3,74,100,4.42,RU,1699692569
462,yangambi,0.8102,24.4336,30.39,55,94,0.71,CD,1699692323
463,zhangjiakou,40.81,114.8794,-2.56,29,0,4.2,CN,1699691960
464,gallup,35.5281,-108.7426,0.91,86,100,3.09,US,1699692571
465,loa janan,-0.583,117.095,28.25,80,81,1.79,ID,1699692572
466,havre,49.5833,0.3333,9.87,81,100,6.69,FR,1699692573
467,fale old settlement,-9.3852,-171.2468,29.15,73,54,4.49,TK,1699691994
468,laguna,38.421,-121.4238,13.38,78,0,2.06,US,1699692574
469,pacific grove,36.6177,-121.9166,14.25,65,0,5.14,US,1699692576
470,konarka,19.9,86.1167,32.22,44,9,3.24,IN,1699692578
471,clarksdale,34.2001,-90.5709,10.51,76,100,3.6,US,1699692579
472,rio grande,-32.035,-52.0986,19.97,97,100,5.64,BR,1699692580
473,ponte de sor,39.2496,-8.0101,17.6,95,96,3.14,PT,1699692581
474,shimoda,34.6667,138.95,12.84,81,100,6.48,JP,1699692582
475,arrifes,37.7667,-25.7,21.07,94,40,4.12,PT,1699692582
476,nizhniy odes,63.6445,54.856,-0.98,84,97,1.66,RU,1699692583
477,ad dabbah,18.05,30.95,34.48,21,10,2.06,SD,1699692584
478,shingu,33.7333,135.9833,13.61,70,100,2.11,JP,1699692584
479,levuka,50.1834,-105.4011,-6.1,80,27,3.82,CA,1699692585
480,jiangzi,28.95,89.6333,4.91,13,0,4.96,CN,1699692586
481,vadso,70.0744,29.7487,0.49,74,20,1.54,NO,1699692139
482,cartagena del chaira,1.3349,-74.8429,22.28,99,100,0.35,CO,1699692587
483,sierra grande,-41.606,-65.3557,14.65,28,77,7.12,AR,1699692558
484,mocimboa,-11.3167,40.35,31.73,54,71,5.53,MZ,1699692593
485,buala,-8.145,159.5921,26.67,87,100,2.19,SB,1699692594
486,tuy hoa,13.0833,109.3,27.36,82,17,3.29,VN,1699692595
487,petukhovo,55.0692,67.9019,4.26,88,100,2.8,RU,1699692595
488,chipinge,-20.1883,32.6236,29.31,29,0,2.47,ZW,1699692596
489,carnarvon,-24.8667,113.6333,22.65,64,0,8.97,AU,1699692078
490,santa elena de uairen,4.6167,-61.1333,19.95,82,30,1.6,VE,1699692597
491,fada,9.5667,8.3,29.21,46,91,1.33,NG,1699692598
492,prien,30.1819,-93.2738,14.01,97,100,5.14,US,1699692598
493,geraldton,-28.7667,114.6,23.23,60,83,8.23,AU,1699692599
494,mount gambier,-37.8333,140.7667,12.18,68,3,3.02,AU,1699692599
495,al mijlad,11.0333,27.7333,33.01,39,60,1.77,SD,1699692600
496,linxia chengguanzhen,35.6003,103.2064,5.86,40,41,3.66,CN,1699692601
497,guajara mirim,-10.7828,-65.3394,25.17,70,15,0.9,BR,1699692601
498,abilene,32.4487,-99.7331,13.12,78,100,3.09,US,1699692602
499,kristiansund,63.1115,7.732,3.36,65,0,7.2,NO,1699692603
500,cabo san lucas,22.8909,-109.9124,25.84,80,0,0.73,MX,1699692129
501,ta`u,-14.2336,-169.5144,27.25,83,8,2.15,AS,1699692605
502,el granada,37.5027,-122.4694,15.19,71,40,3.09,US,1699692606
503,anthem,33.8673,-112.1468,17.33,26,14,4.1,US,1699692606
504,havsa,41.549,26.8221,19.09,68,93,6.6,TR,1699692607
505,tsiombe,-25.3,45.4833,27.09,43,2,6.66,MG,1699692608
506,santa rosa de rio primero,-31.1523,-63.4019,18.66,89,97,6.24,AR,1699692506
507,mae hong son,19.3003,97.9685,34.08,52,20,1.54,TH,1699692609
508,tura,25.5198,90.2201,25.82,59,13,1.59,IN,1699692047
509,zhuanghe,39.7008,122.9911,-1.53,52,0,4.16,CN,1699692611
510,kangding,30.0513,101.9603,9.64,93,100,2.63,CN,1699692611
511,vershino-darasunskiy,52.35,115.5167,-13.65,80,0,1.27,RU,1699692612
512,vila velha,-20.3297,-40.2925,23.3,94,0,1.54,BR,1699692613
513,altay,47.8667,88.1167,0.81,84,100,1.47,CN,1699692613
514,togur,58.3631,82.8265,0.64,99,100,2.68,RU,1699692614
515,punta del este,-34.9667,-54.95,18.06,97,100,6.17,UY,1699692615
516,kiama,-34.6833,150.8667,23.03,78,12,4.47,AU,1699692615
517,tekeli,44.83,78.8239,7.83,59,13,2.58,KZ,1699692616
518,merizo village,13.2658,144.6691,29.31,76,80,7.97,GU,1699692617
519,al jawf,29.5,38.75,27.37,23,100,4.57,SA,1699692618
520,gulf breeze,30.3571,-87.1639,20.57,95,100,4.12,US,1699692618
521,pangody,65.85,74.4859,-2.88,95,100,2.79,RU,1699692619
522,as salt,32.0392,35.7272,23.46,29,100,0.96,JO,1699692620
523,beroroha,-21.6667,45.1667,38.79,17,0,0.33,MG,1699692621
524,port douglas,-16.4833,145.4667,24.57,76,21,6.11,AU,1699692622
525,douentza,14.9951,-2.9517,30.48,17,68,2.29,ML,1699692623
526,at taj,24.2049,23.2857,25.87,30,100,2.42,LY,1699692624
527,makubetsu,45.3714,141.8211,0.84,93,75,11.83,JP,1699692625
528,flying fish cove,-10.4217,105.6791,27.82,74,100,4.63,CX,1699692626
529,ribeira brava,32.65,-17.0667,21.35,80,94,0.85,PT,1699692627
530,ar ruways,24.1103,52.7306,29.47,50,100,3.79,AE,1699692628
531,ciudad madero,22.2667,-97.8333,20.03,80,100,7.23,MX,1699692628
532,chui,-33.6971,-53.4616,17.39,99,100,3.89,UY,1699692138
533,la jolla,32.8473,-117.2742,17.41,43,0,4.12,US,1699692630
534,miracema do tocantins,-9.5618,-48.3967,26.0,54,56,0.65,BR,1699692631
535,dumas,35.8656,-101.9732,5.34,75,75,4.12,US,1699692632
536,madara,11.7798,10.4479,32.59,15,89,3.59,NG,1699692632
537,thief river falls,48.1191,-96.1812,-1.47,93,100,3.6,US,1699692471
538,norfolk,42.1668,-71.2495,5.9,77,0,2.06,US,1699692634
539,posse,-14.0931,-46.3694,21.88,42,2,1.76,BR,1699692634
540,laojunmiao,39.8333,97.7333,-0.57,28,35,5.35,CN,1699692635
541,den chai,17.9837,100.0522,35.04,77,100,0.56,TH,1699692636
542,kone,-21.0595,164.8658,21.12,77,72,2.22,NC,1699692636
543,eyl,7.9803,49.8164,30.49,62,69,7.66,SO,1699692637
544,revelstoke,50.9832,-118.2023,4.01,87,100,9.77,CA,1699692638
545,suamico,44.6319,-88.0393,0.79,91,0,1.54,US,1699692639
546,viedma,-40.8135,-62.9967,16.1,80,100,6.83,AR,1699692640
547,vryburg,-26.9566,24.7284,33.16,20,92,9.64,ZA,1699692525
548,coracao de jesus,-16.6853,-44.365,21.53,52,10,3.55,BR,1699692641
549,dharmapuri,12.1333,78.1667,28.01,53,85,3.55,IN,1699692642
550,cambria,35.5641,-121.0808,12.77,66,6,0.45,US,1699692643
551,urengoy,65.9667,78.3667,-4.25,94,100,2.2,RU,1699692643
552,sarankhola,22.3082,89.7897,30.39,36,4,3.18,BD,1699692644
553,pingliang,35.5392,106.6861,6.63,31,24,4.26,CN,1699692645
554,kidal,18.4411,1.4078,31.14,9,2,4.48,ML,1699692645
555,colonia,50.9333,6.95,7.76,86,100,5.66,DE,1699692114
556,kambove,-10.8764,26.5969,19.93,81,100,1.54,CD,1699692647
557,bengkulu,-3.8004,102.2655,27.01,78,74,3.53,ID,1699692647
558,jinchang,38.4953,102.1739,1.13,28,0,2.84,CN,1699692648
559,shalqar,47.8333,59.6,6.19,79,97,8.04,KZ,1699692649
560,adrar,20.5022,-10.0711,23.65,17,0,3.92,MR,1699692649
561,fortuna,40.5982,-124.1573,10.75,96,20,0.0,US,1699692650
562,shakawe,-18.3667,21.85,35.93,21,7,3.15,BW,1699692650
563,glace bay,46.1969,-59.957,3.77,91,75,4.12,CA,1699692601
564,al fulah,11.7329,28.3579,33.16,36,18,2.23,SD,1699692652
565,okha,53.5739,142.9478,-5.34,77,100,6.52,RU,1699692653
566,gobabis,-22.45,18.9667,34.09,15,63,5.85,NA,1699692163
567,kingaroy,-26.5333,151.8333,19.32,70,14,4.74,AU,1699692654
568,paramonga,-10.6667,-77.8333,18.19,91,80,2.6,PE,1699692655
569,ordynskoye,54.3656,81.8994,2.21,99,90,3.53,RU,1699692172
570,puerto carreno,6.189,-67.4859,25.07,91,100,2.14,CO,1699692471
